molecular weight,molecular formula,strength
603.28659,C32H45O8N1S1,7237667.0
603.45326,C33H65O6N1S1,6592897.0
604.9893790000001,C19H15O16N3S2,6604242.0
605.2692259999999,C28H47O9N1S2,6701066.0
605.4689099999999,C33H67O6N1S1,9361817.0
607.2484910000001,C27H45O10N1S2,5398357.0
607.2848759999999,C28H49O9N1S2,5887900.0
609.2641409999999,C27H47O10N1S2,8349266.0
611.291675,C34H45O7N1S1,10106059.0
613.307325,C34H47O7N1S1,7889555.0
615.28659,C33H45O8N1S1,9514883.0
615.3229749999999,C34H49O7N1S1,6928318.0
617.30224,C33H47O8N1S1,10693651.0
617.4689099999999,C34H67O6N1S1,12582166.0
619.2848759999999,C29H49O9N1S2,5222356.0
619.48456,C34H69O6N1S1,19568890.0
621.2641409999999,C28H47O10N1S2,5057267.999999999
621.276025,C35H43O7N1S1,3988227.0
621.4638249999999,C33H67O7N1S1,5835786.0
623.243406,C27H45O11N1S2,4018550.0
623.2797909999999,C28H49O10N1S2,9870758.0
625.307325,C35H47O7N1S1,6156227.0
626.1028900000001,C29H26O10N2S2,5745549.0
627.3229749999999,C35H49O7N1S1,15270186.0
628.269955,C26H48O11N2S2,4410716.0
629.265855,C33H43O9N1S1,5339549.000000001
629.30224,C34H47O8N1S1,8956355.000000002
629.338625,C35H51O7N1S1,4624875.0
631.281505,C33H45O9N1S1,8634810.0
631.31789,C34H49O8N1S1,9273821.999999998
633.276025,C36H43O7N1S1,4337947.0
633.4638249999999,C34H67O7N1S1,4118980.0
637.234555,C34H39O9N1S1,3945929.0
639.238321,C27H45O12N1S2,4270901.0
641.30224,C35H47O8N1S1,4196371.0
641.338625,C36H51O7N1S1,6154279.0
642.2974890000002,C34H46O8N2S1,4241961.0
643.281505,C34H45O9N1S1,7451663.0
643.31789,C35H49O8N1S1,6315040.0
643.354275,C36H53O7N1S1,4486193.0
643.48456,C36H69O6N1S1,7394413.0
644.1370890000001,C22H32O18N2S1,6550930.0
644.3131390000001,C34H48O8N2S1,4341214.0
644.3740250000001,C29H60O9N2S2,3656183.0
645.297155,C34H47O9N1S1,13055851.0
645.33354,C35H51O8N1S1,5343097.0
647.27642,C33H45O10N1S1,4665863.999999999
652.3063400000001,C29H52O10N2S2,4072847.0
655.31789,C36H49O8N1S1,47152524.0
657.297155,C35H47O9N1S1,6722741.0
657.33354,C36H51O8N1S1,7986352.0
658.2924040000001,C34H46O9N2S1,4517900.000000001
659.27642,C34H45O10N1S1,4385597.0
659.312805,C35H49O9N1S1,14940980.0
661.255685,C33H43O11N1S1,3852584.0
661.29207,C34H47O10N1S1,4782364.999999999
661.307325,C38H47O7N1S1,3732760.0
661.328455,C35H51O9N1S1,5164306.0
663.28659,C37H45O8N1S1,4275817.0
667.2696209999999,C29H49O12N1S2,5238609.000000001
671.27642,C35H45O10N1S1,3666443.0
671.312805,C36H49O9N1S1,7214579.0
671.34919,C37H53O8N1S1,5830108.0
672.3080540000001,C35H48O9N2S1,4506453.0
673.29207,C35H47O10N1S1,8122529.0
673.328455,C36H51O9N1S1,7348359.0
673.3648400000001,C37H55O8N1S1,4753517.0
675.271335,C34H45O11N1S1,4446938.0
675.28659,C38H45O8N1S1,3871438.0
675.30772,C35H49O10N1S1,7260861.0
677.265855,C37H43O9N1S1,6763671.0
678.210331,C32H42O8N2S3,5005690.0
679.1029510000001,C29H29O14N1S2,4847220.0
683.312805,C37H49O9N1S1,4622115.999999999
685.328455,C37H51O9N1S1,5263166.0
685.3657069999999,C39H59O3N1S3,3485464.0
686.3237040000001,C36H50O9N2S1,4105016.0
687.30772,C36H49O10N1S1,6440745.0
687.344105,C37H53O9N1S1,6803203.0
689.286985,C35H47O11N1S1,4341448.0
689.32337,C36H51O10N1S1,7755423.0
690.261104,C37H42O9N2S1,3484301.0
699.344105,C38H53O9N1S1,6467668.0
700.3029690000001,C36H48O10N2S1,3554208.0
700.3393540000001,C37H52O9N2S1,3650418.0
701.2863339999999,C28H51O13N3S2,3922627.0
701.32337,C37H51O10N1S1,4968084.0
701.3597550000001,C38H55O9N1S1,5713510.0
702.3186190000001,C36H50O10N2S1,4364703.0
703.302635,C36H49O11N1S1,5627056.0
703.33902,C37H53O10N1S1,3675265.0
705.2819000000001,C35H47O12N1S1,4790956.000000001
709.29207,C38H47O10N1S1,4003348.0
715.288247,C34H53O9N1S3,9475811.0
715.3138680000001,C36H49O10N3S1,15574722.0
716.2978840000001,C36H48O11N2S1,9093537.0
716.3342690000001,C37H52O10N2S1,4985200.0
717.318285,C37H51O11N1S1,7355473.0
718.3135340000001,C36H50O11N2S1,3448612.0
728.2496150000002,C29H48O15N2S2,56239224.0
728.3342690000001,C38H52O10N2S1,3546122.0
729.35467,C39H55O10N1S1,3403515.0
729.391055,C40H59O9N1S1,3385038.0
