molecular weight,molecular formula,strength
296.0718460000001,C14H16O5S1,8119306.0
296.075217,C11H20O5S2,1248268.0
296.092976,C11H20O7S1,3313174.0
296.108231,C15H20O4S1,3185694.0
296.129361,C12H24O6S1,1850409.0
296.144616,C16H24O3S1,13847602.0
298.014726,C12H10O7S1,4223019.0
298.036723,C10H18O4S3,1482039.0
298.051111,C13H14O6S1,6592575.0
298.087496,C14H18O5S1,43008084.0
298.123881,C15H22O4S1,7411815.0
298.160266,C16H26O3S1,58417276.0
300.012617,C12H12O5S2,1512313.0
300.015988,C9H16O5S3,1514363.0
300.030376,C12H12O7S1,8993923.000000002
300.066761,C13H16O6S1,11175064.0
300.103146,C14H20O5S1,67396776.0
300.175916,C16H28O3S1,1450708.0
301.974123,C11H10O4S3,1276868.0
301.991882,C11H10O6S2,1507534.0
301.995253,C8H14O6S3,1679568.0
302.009641,C11H10O8S1,2031832.0
302.028267,C12H14O5S2,1748450.0
302.031638,C9H18O5S3,5202147.999999999
302.046026,C12H14O7S1,29321452.0
302.082411,C13H18O6S1,18413824.0
302.118796,C14H22O5S1,7747862.0
302.155181,C15H26O4S1,5749034.0
303.974518,C7H12O7S3,3523893.0
303.989773,C11H12O4S3,1824573.0
304.007532,C11H12O6S2,2329416.0
304.010903,C8H16O6S3,1673033.0
304.025291,C11H12O8S1,3862866.0
304.0405459999999,C15H12O5S1,1729882.0
304.043917,C12H16O5S2,2479452.0
304.061676,C12H16O7S1,6127975.0
304.0769310000001,C16H16O4S1,1296239.0
304.098061,C13H20O6S1,5336444.0
304.134446,C14H24O5S1,11408784.0
304.170831,C15H28O4S1,4085157.0
304.207216,C16H32O3S1,8857018.0
306.005423,C11H14O4S3,1371592.0
306.019811,C14H10O6S1,1597905.0
306.023182,C11H14O6S2,2589139.0
306.040941,C11H14O8S1,3276253.0
306.056196,C15H14O5S1,3564006.0
306.059567,C12H18O5S2,2720744.0
306.095952,C13H22O4S2,6334973.0
306.150096,C14H26O5S1,18182684.0
307.948303,C9H8O6S3,1569338.0
307.984688,C10H12O5S3,1229136.0
308.002447,C10H12O7S2,6897242.0
308.0354610000001,C14H12O6S1,3557998.0
308.038832,C11H16O6S2,2394736.0
308.056591,C11H16O8S1,3285626.0
308.0718460000001,C15H16O5S1,2989187.0
308.075217,C12H20O5S2,5361285.0
308.108231,C16H20O4S1,1527448.0
308.111602,C13H24O4S2,4498075.0
308.129361,C13H24O6S1,2244773.0
308.144616,C17H24O3S1,3092142.0
310.0003380000001,C10H14O5S3,1340158.0
310.014726,C13H10O7S1,2411783.0
310.018097,C10H14O7S2,1249033.0
310.051111,C14H14O6S1,4288285.0
310.054482,C11H18O6S2,1540127.0
310.072241,C11H18O8S1,2756905.0
310.087496,C15H18O5S1,6011699.0
310.090867,C12H22O5S2,1673780.0
310.123881,C16H22O4S1,3688264.0
310.160266,C17H26O3S1,13654878.0
310.1813959999999,C14H30O5S1,38386539.99999999
311.922088,C11H4O5S3,1317254.0
312.015988,C10H16O5S3,1765823.0
312.030376,C13H12O7S1,7618504.0
312.066761,C14H16O6S1,6678494.0
312.103146,C15H20O5S1,48971764.0
312.124276,C12H24O7S1,1259009.0
312.139531,C16H24O4S1,10409994.0
312.175916,C17H28O3S1,88637472.0
314.009641,C12H10O8S1,2188422.0
314.031638,C10H18O5S3,2109075.0
314.046026,C13H14O7S1,11017372.0
314.082411,C14H18O6S1,10904754.0
314.155181,C16H26O4S1,7353568.0
315.974518,C8H12O7S3,1541964.0
316.007532,C12H12O6S2,1505377.0
316.010903,C9H16O6S3,1995107.0
316.025291,C12H12O8S1,6052205.0
316.047288,C10H20O5S3,2225530.0
316.061676,C13H16O7S1,29149572.0
316.080302,C14H20O4S2,1325455.0
316.098061,C14H20O6S1,17086874.0
316.1133160000001,C18H20O3S1,1258404.0
316.134446,C15H24O5S1,9275825.0
316.170831,C16H28O4S1,4768200.0
317.986797,C11H10O7S2,1582660.0
317.990168,C8H14O7S3,5477959.0
318.004556,C11H10O9S1,1389136.0
318.023182,C12H14O6S2,2060380.0
318.026553,C9H18O6S3,2424414.0
318.038437,C16H14O3S2,1496678.0
318.040941,C12H14O8S1,5731943.0
318.056196,C16H14O5S1,2624113.0
318.059567,C13H18O5S2,1970291.0
318.077326,C13H18O7S1,5731966.0
318.113711,C14H22O6S1,6981270.0
318.186481,C16H30O4S1,8867524.000000002
319.969433,C7H12O8S3,1269053.0
320.002447,C11H12O7S2,1753426.0
320.005818,C8H16O7S3,1284437.0
320.020206,C11H12O9S1,1749854.0
320.0354610000001,C15H12O6S1,1402728.0
320.038832,C12H16O6S2,2071402.0
320.056591,C12H16O8S1,4874102.0
320.0718460000001,C16H16O5S1,3745663.0
320.075217,C13H20O5S2,1458049.0
320.092976,C13H20O7S1,4983693.0
320.111602,C14H24O4S2,6831001.0
320.144616,C18H24O3S1,1675182.0
320.165746,C15H28O5S1,5846972.0
320.202131,C16H32O4S1,3575764.0
322.0003380000001,C11H14O5S3,1317225.0
322.014726,C14H10O7S1,1542258.0
322.018097,C11H14O7S2,3162741.0
